WORD FREQUENCY REPORT
============================================================

Word                          Frequency      
wu                            1              
ww                            1              
www                           1              
wx                            1              
x                             1              
xerox                         1              
xhtml                         1              
xml                           1              
yamaha                        1              
yang                          1              
yarn                          1              
ye                            1              
yea                           1              
yeah                          1              
year                          1              
yearly                        1              
yeast                         1              
yemen                         1              
yen                           1              
yesterday                     1              
yield                         1              
yields                        1              
yn                            1              
yo                            1              
you                           1              
younger                       1              
yourself                      1              
yr                            1              
yrs                           1              
yugoslavia                    1              
yukon                         1              
zambia                        1              
zdnet                         1              
zealand                       1              
zen                           1              

Total words: 7503
Distinct words: 3757
Elapsed Time: 0.638217 seconds
